st_gene_id	diffexp_log2fc_WT_48H-vs-MYC2_48H	diffexp_deseq2_pvalue_WT_48H-vs-MYC2_48H
TraesCS2B02G526200	0.030294929	0.725807165
TraesCS6B02G354900	2.385449006	0.385677549
TraesCS2D02G311100	0.281712181	2.55E-05
TraesCS7D02G260700	-0.019200985	0.762060284
TraesCS7D02G228800	-1.10833983	0.198347651
TraesCS2D02G188500	-0.090986916	0.489218993
TraesCS1B02G116100	-0.33289589	0.241793381
TraesCS4D02G177000	-0.186912773	0.006028409
TraesCS3A02G519800	-0.347898236	0.017795345
TraesCS6A02G327800	-0.157289751	0.212505452
TraesCS2B02G213800	-0.089849831	0.385052033
TraesCS2D02G434500	-0.146020538	0.09791642
TraesCS2A02G492500	-0.387879069	0.296342547
TraesCS3B02G321200	-0.158310547	0.623142617
TraesCS3A02G457400	-0.378972301	0.040408623
TraesCS2D02G220400	-0.149293891	0.124554381
TraesCS3A02G140000	1.149255241	0.020636312
TraesCS7A02G078100	-0.305153075	0.176744723
TraesCS7B02G354400	0.240346711	0.308813061
TraesCS6D02G167700	0.029337636	0.798981436
TraesCS5A02G152200	0.838245591	0.751026219
TraesCS2B02G203400	-0.936672102	0.73886066
TraesCS2D02G514300	-1.017829122	0.803021211
TraesCS7A02G400300	NA	NA
TraesCS7B02G442100	0.041770079	0.554095666
TraesCS2A02G331900	-0.712180454	0.134860274
TraesCS5B02G202200	-0.352898004	0.001303384
TraesCS1B02G349800	-0.501239877	0.79320647
TraesCS1B02G451200	-0.313339206	0.27009825
TraesCS7B02G121600	NA	NA
TraesCS7A02G241100	0.381204082	3.34E-06
TraesCS2A02G282900	0.092190011	0.243789966
TraesCS2B02G527100	0.194071576	0.567222435
TraesCS2A02G427600	-0.171624646	0.068841819
TraesCS1D02G382200	-0.066234882	0.945139719
TraesCS5B02G307700	-0.106019823	0.574162879
TraesCS1B02G217600	0.21743626	0.10234554
TraesCS4A02G222000	NA	NA
TraesCS2D02G145700	-0.250528002	0.003284831
TraesCS2B02G598000	-1.017829122	0.803021211
TraesCS1A02G364100	NA	NA
TraesCS7A02G524200	-0.280265447	0.54187202
TraesCS5D02G126400	NA	NA
TraesCS3A02G539200	-0.946928693	0.061080348
TraesCS7A02G241300	0.113003431	0.436988707
TraesCS2D02G131500	-0.84647107	0.312827554
TraesCS7A02G334900	0.292144349	0.457814542
TraesCS2D02G281500	-0.089375373	0.273714389
TraesCS3D02G114000	-0.814231337	0.307141118
TraesCS6B02G443500	-0.05695547	0.973157955
TraesCS7B02G024900	-0.248824737	0.626415863
TraesCS6B02G253000	0.353696794	0.839290194
TraesCS3A02G165100	-0.310321966	0.706136618
TraesCS2D02G554100	-1.389854528	0.436761332
TraesCS3D02G408400	0.466327199	0.535908192
TraesCS1B02G455800	NA	NA
TraesCS3D02G179300	0.022466346	0.850183608
TraesCS5A02G383000	0.050935304	0.640419975
TraesCS5D02G551100	0.07144568	0.698799295
TraesCS5D02G111800	-0.09081157	0.757287429
TraesCS5D02G373500	-0.107207586	0.288286276
TraesCS2A02G287200	-0.057773134	0.622843761
TraesCS1A02G281600	0.046269664	0.674299306
TraesCS5D02G118800	-0.014225667	0.89814649
TraesCS7B02G013000	-0.118092483	0.623047603
TraesCS1D02G330600	0.19818182	0.075069231
TraesCS1B02G411100	0.528213202	0.114186869
TraesCS3B02G098700	-0.005668187	0.936037895
TraesCS1B02G310300	-0.365899041	0.073910886
TraesCS4B02G260600	-0.042154192	0.657506318
TraesCS1D02G058600	-0.182344575	0.699596997
TraesCS2D02G142900	0.069479251	0.537830111
TraesCS6A02G000900	-0.041958621	0.776492914
TraesCS1A02G400200	-0.145219703	0.224010119
TraesCS7A02G103600	-3.240240939	0.150760769
TraesCS2A02G476000	1.020005408	0.02700581
TraesCS5D02G446300	0.004710107	0.968645091
TraesCS7A02G412300	-0.251923528	0.67060138
TraesCS2D02G596300	NA	NA
TraesCS4D02G267300	-1.017829122	0.803021211
TraesCS1B02G236100	-0.182780145	0.16684852
TraesCS3B02G486400	NA	NA
TraesCS4A02G219800	NA	NA
TraesCS5D02G167500	0.037167729	0.735102342
TraesCS6D02G246100	-0.234993903	0.837082063
TraesCS5A02G118600	-0.013943374	0.841137696
TraesCS5D02G273100	-0.268192604	0.266059976
TraesCS3A02G136700	0.322843267	0.366264311
TraesCS5B02G272200	-0.056793388	0.884300174
TraesCSU02G082800	NA	NA
TraesCS5A02G424100	0.113844158	0.154479385
TraesCS2B02G135200	0.374485857	0.836226731
TraesCS7A02G014600	-0.201098248	0.034380585
TraesCS3D02G117100	NA	NA
TraesCS1B02G175900	-0.526889041	0.004938563
TraesCS1B02G296500	0.118489568	0.753394155
TraesCS5D02G354700	-0.24504835	0.24494912
TraesCS4D02G120500	-0.107625092	0.622251189
TraesCS2A02G448300	-0.156009535	0.14734582
TraesCS5A02G148000	-1.264336906	2.34E-09
TraesCS5A02G511700	0.90572423	0.824340734
TraesCS2A02G233100	0.09151886	0.273847272
TraesCS7A02G308600	-0.002251298	0.981505865
TraesCS2D02G033000	0.088583666	0.730289221
TraesCS6A02G274200	-0.033839388	0.77230321
TraesCS2D02G423500	-3.33E-05	0.999796451
TraesCS1A02G231900	2.386652278	0.354574962
TraesCS5B02G027100	-0.309220625	0.761464758
TraesCS4B02G067700	-0.237586061	0.050303345
TraesCS1B02G219800	0.027064589	0.952203576
TraesCS4B02G317600	0.90572423	0.824340734
TraesCS6D02G159700	-0.053797395	0.670192266
TraesCS7D02G417300	NA	NA
TraesCS4D02G303500	0.33013727	0.253623695
TraesCS3B02G015500	8.308458866	0.033512301
TraesCS6D02G236800	-1.441173043	2.15E-12
TraesCS1A02G138400	0.035548255	0.69961816
TraesCS3B02G066500	-0.063011278	0.973689035
TraesCS1A02G153900	-0.001137099	0.989262494
TraesCS6B02G035400	-0.169774653	0.414009138
TraesCS4D02G140700	1.4248631	0.5299718
TraesCSU02G019000	-0.261658021	0.037775351
TraesCS3D02G485900	0.557421756	0.456464701
TraesCS3D02G002100	0.793975086	0.011740835
TraesCS7D02G542200	0.00098914	0.997855328
TraesCS7D02G038200	4.610400319	0.004295759
TraesCS5A02G132600	-0.056044331	0.986231787
TraesCS1D02G230700	NA	NA
TraesCS6D02G356800	-0.044814087	0.634294081
TraesCS4A02G044100	0.114898821	0.917477649
TraesCS1B02G444000	0.928229441	0.042362319
TraesCS1D02G345500	-0.840177915	0.00026639
TraesCS3D02G202800	-0.011423331	0.891026242
TraesCS5D02G434300	0.103295999	0.399234347
TraesCS7B02G113600	0.061243128	0.46838983
TraesCS3A02G025000	NA	NA
TraesCSU02G110100	-0.778821837	0.217091251
TraesCS2D02G286400	-0.356262957	7.98E-06
TraesCS5A02G278300	1.881261599	0.091189186
TraesCS2D02G379400	-0.009499528	0.974994808
TraesCS5A02G505000	0.106891489	0.131303752
TraesCS5D02G136800	-0.752906501	0.020585899
TraesCS3B02G169600	0.90572423	0.824340734
TraesCS5D02G386500	-0.16457484	0.037266066
TraesCS5D02G490800	NA	NA
TraesCS2A02G544900	0.403655733	0.449797224
TraesCS4D02G127300	NA	NA
TraesCS7B02G319100	-0.443559188	0.17261372
TraesCS7B02G445700	-0.151208892	0.097987177
TraesCS5B02G360300	-0.047378161	0.878230243
TraesCS2B02G514800	-0.06502177	0.767141865
TraesCS2D02G191300	0.205758428	0.655612545
TraesCS4D02G300100	-0.598501619	0.002778884
TraesCS6B02G013300	0.106516114	0.600224687
TraesCS7A02G195800	0.481086044	0.002718733
TraesCS4A02G089800	0.067987189	0.607170708
TraesCS4A02G206400	0.023796444	0.692110234
TraesCS1D02G058300	-0.012753468	0.846928544
TraesCS6D02G173000	-0.215867407	0.434521853
TraesCS3B02G545500	0.101104581	0.188936659
TraesCS7A02G496100	-2.922288752	0.22883467
TraesCS2B02G271100	0.052334759	0.905375306
TraesCS3B02G368800	-0.055694317	0.972531535
TraesCS2D02G156600	NA	NA
TraesCS2B02G398400	0.537918184	0.000129874
TraesCS1A02G049700	-0.052334114	0.692083474
TraesCS1A02G397000	0.015260391	0.939621949
TraesCS5B02G486300	0.344447406	0.023477975
TraesCS1B02G035500	0.34483853	0.356536145
TraesCS3A02G063300	1.7997771	0.57561517
TraesCS2B02G513000	0.289277021	0.714114115
TraesCS3B02G377400	0.520488653	0.723189747
TraesCS7D02G032500	-0.174452356	0.282203685
TraesCS1A02G070100	-0.013084972	0.946052181
TraesCS1A02G431400	1.15562261	0.002608239
TraesCS6A02G377300	-0.063011278	0.973689035
TraesCS1D02G185500	0.324424027	0.024797044
TraesCS5D02G062100	0.891009082	0.000424894
TraesCS1A02G218100	0.817559124	0.000151351
TraesCS4B02G182400	-0.004402656	0.9687627
TraesCS3D02G075500	NA	NA
TraesCS3B02G561700	-0.287916634	0.167737398
TraesCS5A02G093100	0.156394412	0.182969125
TraesCS3A02G306400	0.215625519	0.116471393
TraesCS7A02G423400	0.810754323	0.071753872
TraesCS6B02G244200	-0.370251287	0.008556564
TraesCS7B02G210600	0.074047766	0.565453317
TraesCS2A02G239200	-0.092557638	0.276622761
TraesCS5D02G019800	-0.021668577	0.78998259
TraesCS1D02G089600	2.381597203	0.386968065
TraesCS2D02G589100	0.055001905	0.950383914
TraesCS1A02G107700	NA	NA
TraesCS6D02G327000	0.131357983	0.700406873
TraesCS1A02G088000	0.039714428	0.662499974
TraesCS1B02G051000	-1.017829122	0.803021211
TraesCS2D02G032700	0.166035777	0.382106659
TraesCS3A02G194900	-0.60964957	0.410750708
TraesCS3D02G050100	0.323090556	0.73610225
TraesCS1D02G274200	-0.58595321	0.050875185
TraesCS2B02G277600	-0.10289091	0.433752625
TraesCS2B02G470100	-0.18950766	0.318825065
TraesCS5B02G398600	0.032915118	0.854841695
TraesCS1D02G315500	-0.026031698	0.961488186
TraesCS7A02G292700	0.137183479	0.313229456
TraesCS3B02G083800	-0.293336977	0.269284579
TraesCS2A02G530000	NA	NA
TraesCS2D02G587100	0.073426727	0.803736263
TraesCS3B02G286700	NA	NA
TraesCS6D02G032100	-0.121303513	0.16765936
TraesCS5A02G092500	0.123649492	0.14956975
TraesCS1B02G223000	-1.919632497	0.543902086
TraesCS3D02G036600	0.05631981	0.900026939
TraesCS2A02G346200	0.103093111	0.779294874
TraesCS2B02G382700	-0.491313013	0.254237291
TraesCS6B02G029600	-1.017829122	0.803021211
TraesCS7B02G327800	0.486595728	0.419898685
TraesCS7A02G024800	-0.840180623	0.088474616
TraesCS2A02G338800	0.655962622	0.11465624
TraesCS6D02G235200	1.124710826	0.022446064
TraesCS3D02G082700	-0.05604432	0.986220765
TraesCS1B02G206300	-0.308132041	0.2741744
TraesCS7D02G227800	0.683930163	0.675194593
TraesCS5A02G092700	-0.342105057	0.093584466
TraesCS2B02G196900	1.7997771	0.57561517
TraesCS4D02G205200	-0.718052405	0.195685631
TraesCS7A02G062100	-0.027461762	0.814788024
TraesCS5D02G003100	0.330788372	0.123519113
TraesCS3D02G428600	0.417147464	0.387087042
TraesCS7B02G041500	-0.13671854	0.525432203
TraesCS7A02G383300	0.174428555	0.594171822
TraesCS5A02G145300	-0.012844894	0.982222635
TraesCS4D02G226900	0.147338638	0.360294598
TraesCS2A02G449500	-0.035560009	0.92702035
TraesCS2D02G392500	-0.275487068	0.835451961
TraesCS1B02G077700	NA	NA
TraesCS6B02G145000	0.332313078	0.068716808
TraesCS1A02G177700	0.031929875	0.838785062
TraesCS4A02G251800	0.90572423	0.824340734
TraesCS1A02G253900	0.310528237	0.002910583
TraesCS2B02G412900	2.531298282	2.18E-08
TraesCS7A02G187500	0.079726081	0.755761284
TraesCS1B02G073900	0.364185757	0.768403471
TraesCS6D02G360600	-0.099847017	0.765812377
TraesCS7D02G260200	0.058723312	0.534513808
TraesCS5D02G112100	-0.053630331	0.614326694
TraesCS1D02G229300	-0.13004628	0.071879297
TraesCS1B02G200500	NA	NA
TraesCS6A02G234000	-0.223510702	0.026823003
TraesCS7B02G162700	-0.583891913	0.030317296
TraesCS3A02G420200	0.342430723	0.675621063
TraesCS4A02G325900	-0.272751007	0.832536744
TraesCS7A02G005100	2.225573708	0.00866042
TraesCS3A02G408000	0.010096373	0.909014682
TraesCS6B02G106000	0.421441007	0.448357545
TraesCS7D02G233900	-0.119179483	0.186873063
TraesCS3B02G500900	-1.142738242	0.2152671
TraesCS7A02G519600	-0.050224154	0.721195122
TraesCS2A02G123600	-1.017829122	0.803021211
TraesCS6B02G123200	0.33819484	0.526799082
TraesCS1D02G155500	NA	NA
TraesCS3B02G081500	0.065856277	0.49708385
TraesCS3A02G185500	0.15201986	0.347323508
TraesCS5A02G433600	-0.020148431	0.970959239
TraesCS5A02G284700	0.169550661	0.336252357
TraesCS7D02G272600	-1.017829122	0.803021211
TraesCS4B02G117800	-0.075548934	0.565056807
TraesCS7A02G343700	0.311934029	0.259129044
TraesCS5B02G097900	0.194425894	0.602972512
TraesCS3D02G164900	1.396349829	2.78E-09
TraesCS3B02G597800	-0.254680116	0.143661107
TraesCS2D02G206500	-0.032651731	0.786557114
TraesCS4B02G368112	-4.49231529	0.006694652
TraesCS4A02G372500	-0.182138902	0.57992192
TraesCS1D02G046300	NA	NA
TraesCS7B02G420700	0.300880451	0.009788158
TraesCS4A02G177300	-0.056044264	0.986166077
TraesCS5B02G411000	NA	NA
TraesCS7B02G086200	0.094134095	0.760076078
TraesCS7D02G329800	0.532109349	0.736533941
TraesCS6A02G293900	0.039507377	0.708249231
TraesCS2D02G286800	-1.172731	0.120690423
TraesCS2A02G436300	-0.051718286	0.956145177
TraesCS5A02G293300	-0.065939295	0.74369119
TraesCS6D02G099600	NA	NA
TraesCS7A02G269500	NA	NA
TraesCS1A02G199200	0.640043218	0.114714752
TraesCS1A02G313200	0.413991129	0.171814209
TraesCS6A02G087400	-0.129793197	0.351095044
TraesCS3A02G196600	-0.048387667	0.841230689
TraesCS4D02G351500	0.414436286	0.006502458
TraesCS6D02G177200	0.90572423	0.824340734
TraesCS1A02G403300	-0.138702714	0.08501891
TraesCS6A02G215000	0.168774332	0.892056551
TraesCS2B02G329400	-0.053390368	0.908231015
TraesCS1D02G199100	-0.154385953	0.167516212
TraesCS5A02G522600	0.335954684	0.001281889
TraesCS3D02G375400	0.140209127	0.323773601
TraesCS1A02G290400	0.346569608	0.539156245
TraesCS2D02G057700	0.792112639	3.13E-06
TraesCS3D02G244500	0.179933172	0.471323743
TraesCS6D02G108900	0.90572423	0.824340734
TraesCS2B02G244400	0.067965631	0.525753462
TraesCS5D02G316200	0.90572423	0.824340734
TraesCS3B02G093800	0.020405941	0.870791282
TraesCS2D02G484300	-1.017829122	0.803021211
TraesCS4B02G310600	-0.006818125	0.958374051
TraesCS1D02G133200	0.226032226	0.356092753
TraesCS3A02G119600	-1.128642361	0.203294931
TraesCS2A02G531800	NA	NA
TraesCS4A02G238800	-1.017829122	0.803021211
TraesCS2A02G020400	2.427724825	0.201615137
TraesCS5D02G537900	NA	NA
TraesCS2D02G364500	0.457887047	0.696620869
TraesCS7A02G441600	NA	NA
TraesCS7D02G259300	0.430176792	0.574990642
TraesCS3A02G183300	NA	NA
TraesCS5A02G227900	0.432352457	0.643969232
TraesCS4D02G187000	0.161766909	0.896472791
TraesCS7D02G398200	NA	NA
TraesCS3D02G395600	1.809345921	0.602321014
TraesCS6A02G035900	-2.909807855	0.206429735
TraesCS2D02G192800	0.157098125	0.722141574
TraesCS2A02G134500	-0.058380354	0.975683344
TraesCS4D02G089300	0.210631603	0.130164193
TraesCS5D02G431900	-0.089273487	0.620301926
TraesCS7D02G457900	0.293189457	0.146569649
TraesCS2B02G336600	-0.373008986	0.59280607
TraesCS6A02G012500	NA	NA
TraesCS3A02G170100	-0.166077915	0.244033494
TraesCS7B02G195700	0.423091931	0.659830657
TraesCS5A02G354400	-0.020612708	0.95737057
TraesCS3A02G178200	0.516160956	0.000180222
TraesCS5D02G528400	-0.286310986	0.000732689
TraesCS5A02G015300	-0.379561531	0.28889616
TraesCS3D02G523400	-0.115003623	0.857893724
TraesCS2B02G380100	-0.083430223	0.656339721
TraesCS2D02G478200	0.942344933	0.452057998
TraesCS5D02G554000	-0.017761102	0.8541121
TraesCS2D02G097800	-0.323590586	0.374669994
TraesCS3D02G413100	NA	NA
TraesCS7A02G252300	0.292299262	0.423817357
TraesCS2B02G268100	NA	NA
TraesCS2B02G031200	0.086527038	0.930303887
TraesCS2B02G438200	2.380390741	0.387373264
TraesCS1B02G124700	-0.557563548	9.05E-06
TraesCS4A02G086400	1.420286411	0.55214338
TraesCS7B02G023400	NA	NA
TraesCS4A02G311700	-0.213965328	0.15369712
TraesCS7A02G330900	0.019956731	0.919201292
TraesCS2B02G520900	1.954301235	0.141770926
TraesCS3B02G486100	0.595060764	4.40E-08
TraesCS3D02G027300	0.271339026	0.017607988
TraesCS2A02G255300	0.18775682	0.309679988
TraesCS1B02G283800	2.385449006	0.385677549
TraesCS4A02G118300	-0.180600867	0.703081286
TraesCS2A02G090400	-0.192869975	0.796851543
TraesCS3B02G360700	-0.021146701	0.903862652
TraesCS5A02G313400	-0.693821796	0.55339061
TraesCS3B02G182800	0.141034404	0.146010514
TraesCS1D02G125300	-0.0592066	0.956083832
TraesCS4A02G005600	NA	NA
TraesCS2D02G119100	-0.473722852	0.657855428
TraesCS2B02G624100	0.172882049	0.090106267
TraesCS6B02G371500	-0.187838409	0.065028136
TraesCS2D02G194300	-0.300347836	0.616363396
TraesCS6A02G358100	-0.230780822	0.001502022
TraesCS4A02G398700	-0.579022848	1.24E-07
TraesCS1D02G030300	-0.021992111	0.868419965
TraesCS2B02G377900	0.137996562	0.715160748
TraesCS1B02G162700	-0.374991322	8.98E-05
TraesCS5D02G319600	-0.035658959	0.84491084
TraesCS6B02G321300	0.090644704	0.500869808
TraesCS2A02G270800	1.414068602	0.579424963
TraesCS3A02G232800	0.021645244	0.977296483
TraesCS2D02G487400	0.165398337	0.710774165
TraesCS6D02G236700	0.159339513	0.352180139
TraesCS3A02G303700	0.124162519	0.831608643
TraesCS1D02G044200	0.049289513	0.738411782
TraesCS4D02G322400	-0.120781936	0.408615783
TraesCS5B02G367100	-0.221061254	0.062070132
TraesCS7B02G113000	-0.40927008	0.735165472
TraesCS7B02G261500	-0.320317542	0.812607566
TraesCS4A02G090700	0.154232783	0.457786048
TraesCS2B02G272500	-0.015716985	0.949154852
TraesCS4B02G107500	-0.031704645	0.623219911
TraesCS6B02G258200	0.6084785	0.124723881
TraesCS4D02G068700	-0.447265624	0.002174757
TraesCS5A02G304200	-0.038315447	0.725648175
TraesCS5D02G138200	-0.128663983	0.595936358
TraesCS2D02G232200	-0.078667277	0.51284296
TraesCS3B02G520700	-0.120797151	0.803138509
TraesCS4D02G193700	-0.113467749	0.6422149
TraesCSU02G271000	0.90572423	0.824340734
TraesCS2D02G133600	0.185458238	0.356850044
TraesCSU02G025400	-0.056044364	0.986262736
TraesCS4A02G248800	0.085687131	0.539722933
TraesCS5A02G413000	0.114062381	0.773255729
TraesCS2B02G500100	-0.70999049	0.16259104
TraesCS2D02G301400	0.374059311	0.250754846
TraesCS4A02G131400	-0.248154531	0.767673764
TraesCS3A02G420800	0.015057636	0.900044161
TraesCSU02G051600	0.829627599	0.768002877
TraesCS3D02G409900	-0.21194797	0.332331552
TraesCS7D02G381400	-0.05956226	0.573206002
TraesCS7D02G316200	0.275417197	0.662906191
TraesCS5D02G176300	-0.079042656	0.649036366
TraesCS5D02G117700	-0.070829844	0.692559108
TraesCS6D02G320100	0.20425191	0.885186954
TraesCS2A02G340700	-1.061532208	0.48442508
TraesCS3B02G218000	NA	NA
TraesCS7D02G092300	0.905858731	0.002360912
TraesCS2B02G594100	0.381987059	0.024531465
TraesCS2B02G528200	0.411225374	0.293186395
TraesCS7D02G438600	0.104803478	0.149246944
TraesCS2D02G139500	0.25441558	0.007311918
TraesCS1B02G172400	-0.07802752	0.270039962
TraesCS5B02G100900	-1.017829122	0.803021211
TraesCSU02G225200	NA	NA
TraesCS2B02G533900	0.052519726	0.551865561
TraesCS5B02G061500	0.311568771	0.622319015
TraesCS5A02G383700	0.049189483	0.739842719
TraesCS6A02G266100	0.21529433	0.267102309
TraesCS5B02G402800	0.192899479	0.182849744
TraesCS5A02G527500	-2.269755302	0.254332319
TraesCS3B02G265200	0.308234288	0.626573824
TraesCS3A02G224100	-0.04872752	0.975082793
TraesCS7B02G131200	-0.140460041	0.241588294
TraesCS2D02G245700	NA	NA
TraesCS2A02G205400	-0.005078297	0.97867582
TraesCS3A02G090800	-0.536132076	0.681253472
TraesCS3A02G175100	2.37485605	0.42636056
TraesCSU02G064700	0.092444542	0.654353235
TraesCS6D02G231200	-1.017829122	0.803021211
TraesCS6D02G124800	-0.202231996	0.580047398
TraesCS7A02G055400	-0.399003066	0.407704501
TraesCS2B02G316300	0.200864014	0.028053156
TraesCS5B02G185800	0.098640834	0.899283314
TraesCS1B02G082400	0.53220979	0.808238332
TraesCS7D02G134700	0.703810239	0.362594097
TraesCS5A02G164700	-0.030793873	0.805656875
TraesCS1D02G166500	NA	NA
TraesCS3B02G359400	-0.018970981	0.948856896
TraesCS5D02G410300	2.391687537	0.383588696
TraesCS2B02G297000	0.174051776	0.205130762
TraesCS4D02G088500	-0.310489406	0.100816154
TraesCS5A02G480300	NA	NA
TraesCS6B02G342700	0.066543599	0.464703958
TraesCS2B02G217600	-0.873255129	0.527585686
TraesCS7B02G015500	-0.501439105	0.409576433
TraesCS2A02G489800	-0.16584136	0.853559449
TraesCS5B02G378200	2.163231127	0.280191925
TraesCS6B02G168100	NA	NA
TraesCS4D02G072500	-0.160365121	0.088270717
TraesCS6B02G078000	-1.017829122	0.803021211
TraesCS7D02G116300	0.265904284	0.002000177
TraesCS7A02G003800	0.534771079	0.798403388
TraesCS5B02G179600	NA	NA
TraesCS2A02G220500	-0.056044331	0.986231787
TraesCS7D02G031000	-0.163099818	0.148304293
TraesCS1D02G220500	0.032052993	0.699850112
TraesCS2B02G373400	0.429234044	0.753088944
TraesCS5B02G366100	-0.912948016	0.461832959
TraesCS7D02G370400	0.339812982	0.063849007
TraesCS6B02G265800	-0.12135164	0.094707477
TraesCS2D02G281000	-3.255387651	0.152789071
TraesCS6B02G366100	0.466325195	0.346587492
TraesCS1B02G352600	0.625447073	0.003914037
TraesCSU02G090200	-0.557652516	0.353129521
TraesCS3B02G583800	-0.055694317	0.972531535
TraesCS2A02G068400	2.16386804	0.275733856
TraesCS2B02G202800	0.90572423	0.824340734
TraesCS5D02G412500	0.004437876	0.969182811
TraesCS2A02G449300	NA	NA
TraesCS5D02G178800	0.756185496	0.453048753
TraesCSU02G156000	0.637037876	0.112170811
TraesCS2D02G477900	0.398915086	0.015562202
TraesCS7A02G504500	-0.232256278	0.10421135
TraesCS3A02G206200	-0.025886073	0.887587336
TraesCS7B02G283800	-0.434315888	0.069472093
TraesCS5A02G392700	-0.32384218	0.812363116
TraesCS7D02G377900	-0.155864545	0.537715458
TraesCSU02G234600	0.077787288	0.758144083
TraesCS7A02G364400	-0.114643913	0.389329795
TraesCS3B02G308500	-0.174031761	0.846726214
TraesCS5B02G478800	0.169598658	0.299240415
TraesCSU02G159700	0.911294745	0.127496597
TraesCS7D02G116700	-1.019428824	0.115980805
TraesCS2D02G094200	0.283731662	0.01800125
TraesCS2A02G531300	-0.03803771	0.987343162
TraesCS5B02G456400	0.071415538	0.866407953
TraesCS3B02G558300	-0.123901359	0.199496063
TraesCS2D02G076700	-0.053894288	0.653411615
TraesCS1B02G019800	0.519982491	0.053792104
TraesCS3A02G140900	0.344343816	0.23810131
TraesCS5A02G481300	0.221059833	0.09172542
TraesCS7D02G369800	0.838239367	0.751992771
TraesCS7B02G174500	-1.93995311	0.380879823
TraesCS3A02G329300	0.096704025	0.670501632
TraesCS5B02G435000	0.281290447	0.007401026
TraesCS6D02G031100	-0.178468597	0.052224881
TraesCS4B02G353000	-0.308260645	0.311590889
